#_RAJ2000	_DECJ2000	SpeakTot	Sdensity	Maj	Min	PA	flag
169.894442	50.909269	5.366782e+00	1.820791e-02	4.427	3.415	121.7	0
168.535117	49.639645	5.366703e+00	1.463314e-02	3.872	3.094	45.1	0
171.159438	49.147394	5.364428e+00	1.954254e-02	3.634	2.831	174.7	0
171.684275	50.446845	5.362880e+00	1.589001e-02	3.904	3.084	137.4	0
171.992631	50.832491	5.362047e+00	1.173957e-02	5.747	3.422	86.6	0
172.920524	48.976420	5.349847e+00	1.574642e-02	7.821	2.593	-158.1	0
172.309887	49.053884	5.346079e+00	6.947471e-03	6.935	5.190	98.9	1
172.829325	48.174539	5.300276e+00	1.177839e-02	6.323	3.255	106.4	0
170.748648	51.252051	5.291264e+00	1.000712e-02	5.679	3.791	82.9	0
171.581887	49.137473	5.280281e+00	9.860468e-03	6.483	3.328	138.9	1
170.531242	51.258797	5.278672e+00	1.101444e-02	3.980	3.702	116.6	0
172.778834	49.565721	5.273023e+00	9.526691e-03	6.465	3.590	79.5	1
171.289570	48.503623	5.260864e+00	1.113410e-02	4.243	3.600	55.5	0
171.013915	49.244187	5.252119e+00	2.509973e-02	3.670	2.890	-179.5	0
170.062574	50.988635	5.246245e+00	1.137397e-02	4.579	4.111	160.2	0
169.557870	50.585331	5.243342e+00	1.120372e-02	4.798	3.613	-142.6	0
171.513280	50.863268	5.238936e+00	1.483067e-02	5.417	3.352	178.6	0
172.252709	49.381281	5.227960e+00	1.150266e-02	10.574	3.199	155.1	0
167.456381	49.031748	5.225085e+00	1.765977e-03	25.961	15.805	155.4	1
171.957504	48.424980	5.224694e+00	1.488517e-02	3.504	3.466	-160.3	0
168.259715	50.424213	5.204105e+00	4.364029e-03	11.275	8.276	100.9	1
168.613767	48.354614	5.203708e+00	1.060899e-02	7.299	3.452	155.0	0
167.911622	49.008995	5.197636e+00	6.676475e-03	10.754	4.109	133.3	1
169.513858	50.212698	5.197089e+00	1.049917e-02	5.909	3.906	142.8	0
169.701312	49.523662	5.180634e+00	6.290994e-03	8.028	6.661	176.7	1
171.422081	49.725246	5.174324e+00	6.551850e-03	8.412	5.044	58.1	1
169.008376	50.131644	5.172862e+00	9.579375e-03	6.649	4.195	154.7	1
168.343799	48.182933	5.164313e+00	2.980844e-02	3.030	2.433	165.9	0
171.970460	48.983162	5.164032e+00	1.326662e-02	3.921	3.310	170.2	0
170.799814	48.618261	5.158485e+00	3.188679e-03	12.872	8.974	77.0	1
171.739373	48.741711	5.135973e+00	1.001164e-02	4.649	4.460	155.1	0
171.267033	51.059079	5.134076e+00	1.023234e-02	7.227	3.113	161.0	0
171.404503	49.109050	5.134035e+00	2.925376e-02	3.043	2.662	110.8	0
170.375696	49.012396	5.127760e+00	2.234318e-02	5.195	2.876	107.2	0
170.075955	50.414430	5.124239e+00	1.156061e-02	5.558	4.084	167.6	0
169.886950	49.599043	5.106994e+00	1.112635e-02	5.334	3.426	146.7	0
171.664105	49.780522	5.052505e+00	6.272508e-03	7.967	6.483	53.7	1
167.761900	48.751592	5.047137e+00	1.010438e-02	5.623	3.512	-155.7	0
171.975000	50.076199	5.043785e+00	2.197728e-02	4.451	2.941	170.2	0
168.716161	48.659379	5.042320e+00	1.062100e-02	4.839	4.353	102.1	0
170.563344	50.259542	5.029593e+00	9.392331e-03	7.326	4.658	141.7	1
168.730557	48.750735	5.016846e+00	1.548409e-02	3.656	2.935	-149.5	0
171.516858	50.515025	5.000704e+00	5.394503e-03	9.022	6.597	106.9	1
170.226859	49.475999	4.994236e+00	9.326304e-03	5.400	4.766	118.5	1
168.106589	50.107878	4.981006e+00	4.750602e-03	15.998	6.124	179.8	1
172.106433	48.871580	4.973928e+00	1.973781e-02	4.510	2.938	99.8	0
170.473823	50.322930	4.959239e+00	5.651554e-02	3.444	1.790	-143.3	0
169.748078	48.491981	4.954724e+00	8.036860e-03	6.667	3.909	-172.9	1
169.604188	51.162885	4.954324e+00	5.331530e-03	7.909	5.761	63.6	1
172.732120	48.946887	4.923238e+00	3.872753e-03	17.550	9.487	-148.0	1
172.611534	49.149885	4.904855e+00	2.076129e-02	3.729	2.893	157.5	0
170.711525	50.466312	4.902307e+00	1.304673e-02	4.349	3.791	63.2	0
171.808883	50.550317	4.895111e+00	2.870191e-03	20.261	10.481	85.2	1
171.740363	50.180461	4.891018e+00	1.685105e-02	3.373	2.821	-159.1	0
172.565926	50.027335	4.874103e+00	4.531941e-03	15.218	9.725	-174.4	1
169.543461	49.925434	4.848795e+00	1.338522e-02	4.847	2.872	175.8	0
171.758497	50.975236	4.842177e+00	8.608314e-03	5.724	3.252	176.6	1
170.871222	50.220589	4.829598e+00	5.708744e-03	11.611	6.762	113.5	1
170.411120	49.157612	4.816686e+00	4.001401e-03	25.090	7.281	-171.6	1
171.778590	50.505594	4.790140e+00	8.348829e-03	6.481	4.503	70.5	1
170.642054	50.236408	4.779891e+00	9.317525e-03	8.347	4.200	117.7	1
168.383455	48.290183	4.776920e+00	1.105769e-02	4.462	3.196	166.7	0
171.036677	48.769528	4.776182e+00	1.862059e-02	4.118	3.008	-168.6	1
168.427818	48.974297	4.766544e+00	7.647885e-03	6.143	5.196	158.1	1
170.205565	48.951675	4.763089e+00	7.080029e-03	6.881	5.641	154.7	1
171.247202	48.878370	4.756472e+00	2.553125e-03	15.837	12.325	157.7	1
171.387412	50.825850	4.741077e+00	4.180844e-03	10.995	8.503	178.2	1
168.628964	48.734817	4.733571e+00	1.323151e-02	6.311	4.042	116.0	0
172.786040	50.141021	4.724696e+00	1.034416e-02	4.549	3.383	-147.9	0
171.358274	50.991328	4.716610e+00	1.445704e-02	3.624	3.027	-169.1	0
172.506778	49.015582	4.713371e+00	8.481099e-03	6.076	4.371	175.0	1
171.294216	48.903444	4.709783e+00	1.143845e-02	4.129	3.618	94.1	0
169.344669	51.013189	4.695858e+00	5.595303e-03	9.224	5.740	157.5	1
172.011142	48.710116	4.691076e+00	5.373512e-03	11.080	5.237	129.6	1
169.162281	48.733377	4.682029e+00	1.189087e-02	6.157	4.630	63.3	0
171.064566	50.584124	4.679084e+00	8.593359e-03	7.439	3.928	107.5	1
172.061422	50.026663	4.674280e+00	6.744993e-03	8.690	5.717	132.4	1
171.005133	50.868627	4.669877e+00	6.964767e-03	11.543	4.186	175.5	1
172.910890	48.489715	4.662633e+00	4.646371e-03	10.527	6.456	93.3	1
168.815814	48.498378	4.661667e+00	9.087071e-03	5.465	4.643	127.8	1
172.529246	48.821610	4.655884e+00	7.779254e-03	6.054	3.982	121.0	1
172.562169	48.286922	4.637667e+00	1.264531e-02	3.753	3.204	-142.9	0
172.866497	49.725778	4.617058e+00	4.301941e-03	12.268	8.020	168.4	1
169.037286	50.842051	4.616576e+00	6.017043e-03	11.560	5.557	139.2	1
168.535528	49.138926	4.603418e+00	6.599883e-03	9.085	5.099	145.3	1
169.558484	48.893788	4.601121e+00	1.262310e-02	9.702	3.218	157.3	0
170.057775	50.924882	4.598916e+00	1.148294e-02	4.249	3.473	68.3	0
171.555489	49.372884	4.587822e+00	1.004449e-02	5.331	4.000	86.6	0
168.733708	49.558363	4.576233e+00	5.110255e-03	10.627	6.431	149.3	1
170.227219	51.219835	4.559138e+00	7.368303e-03	6.062	4.582	80.0	1
168.665248	48.750054	4.556273e+00	2.773986e-02	4.221	2.424	-158.1	0
168.839220	50.433936	4.550625e+00	5.185897e-03	11.929	6.159	56.4	1
168.997505	50.305145	4.546517e+00	8.862606e-03	5.590	3.715	-139.4	1
170.460644	49.116033	4.542698e+00	6.471080e-03	17.535	5.769	89.1	1
170.381234	49.863008	4.526292e+00	1.105322e-02	5.940	3.109	-171.9	0
168.523386	49.748545	4.521002e+00	9.898199e-03	5.085	3.745	169.3	1
170.628770	49.579706	4.517014e+00	1.174013e-02	4.116	3.632	-144.5	0
171.240099	48.753268	4.516133e+00	1.347094e-02	5.665	3.151	114.7	0
171.325384	48.811620	4.510738e+00	4.535684e-03	9.520	6.444	159.7	1
173.092921	49.031348	4.508308e+00	2.253872e-03	21.664	14.915	172.7	1
170.345469	49.696711	4.494168e+00	9.204645e-03	6.622	5.240	134.8	1
171.364662	49.208235	4.470901e+00	4.245870e-03	10.257	7.284	118.0	1
170.548644	49.794934	4.468955e+00	7.850601e-03	7.066	4.171	75.3	1
169.130257	49.740714	4.467247e+00	1.369271e-02	5.732	3.408	58.3	1
168.881207	49.712782	4.453375e+00	6.283421e-03	8.446	4.838	100.7	1
170.842935	48.496177	4.430730e+00	9.846066e-03	6.917	4.032	96.6	1
168.461779	48.554247	4.409812e+00	7.232164e-03	7.548	5.066	175.1	1
170.871925	48.626144	4.409028e+00	3.690335e-03	12.535	8.715	75.0	1
169.705004	50.012589	4.407443e+00	5.677865e-03	8.621	6.643	122.1	1
172.772503	49.766260	4.406884e+00	5.726945e-03	9.301	5.270	138.7	1
168.055458	48.418491	4.405687e+00	7.333644e-03	6.244	4.384	-138.7	1
169.276383	50.465270	4.391826e+00	9.207182e-03	5.319	3.624	-149.1	1
170.596361	50.345380	4.381260e+00	1.545418e-02	4.804	2.807	-175.3	0
170.727529	50.676204	4.373877e+00	3.819146e-03	15.340	8.129	-166.2	1
171.427960	50.343194	4.372331e+00	1.104124e-02	4.872	3.661	-148.3	0
171.035369	49.138285	4.367872e+00	9.333060e-03	4.575	3.585	-165.8	1
172.014480	49.209131	4.359786e+00	1.226381e-02	3.853	3.558	113.2	0
168.308094	49.163230	4.350854e+00	9.432746e-03	4.621	3.749	50.3	1
171.471866	51.115609	4.341290e+00	1.269383e-02	4.212	2.841	150.4	0
169.338309	49.134534	4.336496e+00	8.604159e-03	6.798	3.735	-164.4	1
170.396173	50.972212	4.329983e+00	1.364849e-02	3.764	3.177	-146.3	0
170.024629	48.982713	4.329388e+00	5.545165e-03	9.378	4.475	148.6	1
170.098425	48.737000	4.328236e+00	4.237137e-03	9.930	7.662	93.4	1
169.240633	49.049289	4.321118e+00	1.032525e-02	4.481	3.729	137.3	0
167.556746	48.951781	4.311563e+00	3.663958e-03	10.327	8.898	127.8	1
170.073093	48.529010	4.306513e+00	5.747765e-03	9.320	5.957	-167.8	1
169.953518	49.392648	4.285035e+00	4.052042e-02	3.539	2.097	-151.8	0
169.882435	48.480218	4.284777e+00	5.535888e-03	8.049	5.494	137.2	1
171.281340	50.486256	4.274033e+00	8.368151e-03	7.570	3.407	-179.7	1
171.043651	49.568220	4.269441e+00	3.468975e-03	18.221	9.502	-167.7	1
168.792534	50.302709	4.266600e+00	5.181056e-03	17.876	8.725	107.1	1
170.499308	50.641252	4.262523e+00	1.591979e-02	3.705	2.583	-173.5	0
169.014159	48.694697	4.248291e+00	4.495546e-03	9.959	6.399	136.8	1
171.248072	51.190416	4.242855e+00	1.337385e-02	4.205	2.952	-147.0	0
168.136116	48.935287	4.240750e+00	7.661697e-03	5.807	4.563	125.1	1
172.010541	48.768699	4.234134e+00	6.031530e-03	7.847	4.627	108.2	1
168.099269	48.584450	4.232181e+00	3.068465e-03	25.464	10.057	53.4	1
172.488919	50.136178	4.225667e+00	4.082770e-03	13.681	6.178	130.8	1
168.458395	48.371908	4.199176e+00	6.912223e-03	9.318	3.634	174.9	1
171.619613	49.288807	4.191356e+00	8.064177e-03	5.555	4.603	159.6	1
171.424065	49.317855	4.189751e+00	7.823997e-03	8.826	4.677	95.7	1
171.586987	50.128313	4.179039e+00	8.719956e-03	5.026	3.822	134.5	1
169.892861	51.089324	4.179020e+00	1.031857e-02	4.771	3.900	-147.2	0
169.028216	50.769730	4.165950e+00	3.493459e-03	15.679	9.411	-152.1	1
168.434545	50.171593	4.156644e+00	1.106226e-02	4.145	3.722	48.6	1
171.820877	48.442007	4.145971e+00	1.023697e-02	4.462	3.646	56.1	0
170.523133	48.741454	4.144764e+00	1.535098e-02	6.673	3.404	169.1	0
172.758777	50.031131	4.140034e+00	1.688087e-02	3.179	2.695	176.2	0
168.253664	49.291973	4.138983e+00	2.119295e-03	33.368	7.557	162.6	1
168.379014	48.455498	4.137319e+00	6.009177e-03	7.530	4.573	-163.3	1
168.830702	50.910737	4.128617e+00	2.262566e-03	21.918	10.817	140.3	1
169.154428	50.492455	4.124458e+00	1.152888e-02	4.272	3.318	164.0	0
171.103928	50.868946	4.118370e+00	1.253689e-02	5.569	4.180	119.1	0
168.941890	50.176517	4.117168e+00	7.408310e-03	6.338	4.444	177.3	1
172.339397	50.423547	4.109931e+00	6.867052e-03	12.209	6.998	155.3	1
168.870534	48.369155	4.104520e+00	1.224316e-02	3.446	3.280	-140.7	0
172.934657	48.675768	4.083274e+00	5.583964e-03	6.601	5.093	-139.5	1
171.818247	48.588462	4.081125e+00	9.069167e-02	2.154	1.478	89.2	1
171.897988	48.720787	4.080570e+00	7.463319e-03	6.555	4.116	45.1	1
171.049603	49.566774	4.074441e+00	3.804333e-03	14.556	6.817	175.8	1
169.469803	48.978245	4.073972e+00	3.462054e-03	15.702	9.348	86.6	1
170.007610	48.504435	4.067018e+00	5.164467e-03	10.224	5.005	69.1	1
169.144010	48.667441	4.064688e+00	8.812331e-03	4.652	3.838	100.6	1
170.326034	50.181809	4.055544e+00	1.287474e-02	7.835	2.805	169.0	0
168.744972	50.000514	4.052063e+00	7.472684e-03	10.319	4.306	-179.0	1
171.695524	50.246323	4.041806e+00	1.158941e-02	3.971	3.518	160.1	1
168.468488	49.294092	4.023890e+00	5.139067e-03	18.059	5.354	174.1	1
170.421456	50.634281	4.021614e+00	7.979392e-03	6.534	4.743	-172.5	1
170.890596	50.114087	4.013697e+00	1.537815e-02	3.599	2.771	-161.8	0
168.257708	49.708286	4.005277e+00	6.357582e-02	2.744	1.616	180.0	0
170.696134	50.653402	4.005076e+00	5.345447e-03	11.025	5.232	172.0	1
170.718020	50.555329	4.002621e+00	3.343877e-03	19.316	9.435	149.0	1
171.915264	49.149647	3.987587e+00	7.146212e-03	6.375	5.342	74.1	1
169.462449	49.208628	3.982704e+00	5.655242e-03	9.803	5.865	-145.2	1
172.512473	49.735088	3.976707e+00	9.502287e-03	5.729	3.377	88.1	1
170.048874	48.615266	3.976430e+00	1.748074e-03	30.882	11.095	169.3	1
168.658946	48.414785	3.959027e+00	1.230467e-02	4.259	3.250	63.2	0
171.660285	49.347440	3.952930e+00	9.009526e-03	4.211	4.095	128.0	1
170.633703	49.244929	3.951606e+00	2.042173e-02	4.649	2.779	-169.0	0
170.835629	48.624363	3.948047e+00	1.364454e-03	28.859	20.696	122.3	1
170.853266	49.699594	3.935480e+00	3.690089e-03	15.262	13.150	132.3	1
168.669562	50.083068	3.931672e+00	6.174593e-03	9.067	4.974	-143.2	1
171.911393	50.591101	3.922740e+00	4.552063e-03	12.941	5.993	179.5	1
173.422170	48.746669	3.912623e+00	4.505035e-03	11.453	5.716	171.2	1
170.649730	49.575334	3.905615e+00	1.771254e-02	4.730	2.505	-159.4	0
172.051055	50.020206	3.901287e+00	8.757099e-03	5.972	4.302	178.0	1
173.437766	48.875075	3.887071e+00	1.093410e-02	4.973	3.079	-160.6	0
171.481935	49.204536	3.886764e+00	3.962043e-03	24.848	5.417	98.3	1
171.244448	48.985361	3.885312e+00	3.845892e-03	15.715	5.685	123.3	1
169.745937	51.196884	3.867344e+00	7.132031e-03	5.196	4.171	53.7	1
169.939704	49.900960	3.865898e+00	1.047669e-02	4.545	3.751	146.3	0
171.002848	48.767276	3.857366e+00	8.282052e-03	7.136	4.171	79.5	1
172.526104	49.964707	3.853214e+00	8.436155e-03	5.981	4.069	104.2	1
171.600235	50.902677	3.850534e+00	4.278371e-02	2.578	2.097	107.3	1
168.942153	48.616062	3.849320e+00	6.682847e-03	8.312	4.257	-170.8	1
172.221204	49.519173	3.847846e+00	1.230327e-02	5.693	3.301	134.8	0
169.640285	50.035191	3.840805e+00	7.654818e-03	6.555	3.866	-176.5	1
167.418061	49.026068	3.839982e+00	6.994504e-03	6.489	3.611	136.2	1
173.112419	48.565805	3.830590e+00	6.573299e-03	6.210	4.482	110.6	1
170.769325	50.504511	3.824798e+00	5.628841e-03	9.266	7.103	156.8	1
170.342146	49.852007	3.815195e+00	5.949622e-03	9.120	6.366	170.2	1
171.794946	49.616549	3.813530e+00	5.296570e-02	3.194	2.148	148.6	1
172.276291	50.790955	3.794530e+00	9.748310e-03	4.917	3.017	84.7	1
169.201652	49.110010	3.782042e+00	7.605917e-03	5.975	3.754	-137.2	1
171.379101	50.951411	3.763202e+00	3.085857e-03	14.641	9.523	60.2	1
168.631712	48.740701	3.761771e+00	2.199866e-02	3.293	2.635	92.7	0
169.921123	50.003892	3.753734e+00	5.733080e-03	8.360	5.520	160.7	1
168.918433	49.112806	3.747963e+00	6.716780e-03	8.304	3.582	168.3	1
168.590973	49.346744	3.742477e+00	9.039800e-03	5.561	3.130	149.0	1
170.298460	51.111736	3.741981e+00	1.020308e-02	4.337	3.373	168.2	0
168.606326	50.760219	3.739564e+00	2.495539e-03	19.573	11.082	-160.2	1
169.279267	49.341365	3.726380e+00	6.419259e-03	8.683	3.967	52.6	1
169.475887	49.849329	3.721945e+00	2.235402e-02	6.019	3.137	170.1	1
171.795170	49.031902	3.721076e+00	2.190479e-03	17.199	12.555	-166.3	1
172.288057	48.740301	3.719484e+00	3.973807e-03	11.665	5.674	138.9	1
170.950973	48.907680	3.716997e+00	3.214005e-03	12.597	7.794	90.4	1
172.188448	50.447649	3.716823e+00	4.428744e-03	20.396	4.306	-144.4	1
168.500865	49.671308	3.710782e+00	1.230774e-02	3.561	3.427	-163.6	1
168.823639	49.245075	3.708690e+00	3.737657e-03	11.945	6.427	154.3	1
167.965207	48.922563	3.707673e+00	4.735215e-03	13.989	4.804	126.9	1
171.546725	48.528924	3.706128e+00	3.701501e-03	11.392	7.665	118.7	1
171.862370	49.765710	3.697023e+00	3.921530e-03	10.269	7.852	120.6	1
171.269555	49.595093	3.695726e+00	3.517227e-03	15.251	7.276	130.5	1
171.340068	48.753895	3.693271e+00	8.825019e-03	4.863	3.262	51.7	1
168.899826	48.811786	3.681519e+00	1.239569e-02	3.794	3.034	131.3	0
170.119325	50.148419	3.674102e+00	6.719894e-03	7.697	4.875	129.2	1
172.795102	48.479333	3.673827e+00	2.332589e-02	4.326	2.301	164.4	1
169.024267	49.471392	3.668685e+00	1.358772e-02	3.744	3.101	71.8	0
171.499103	49.246280	3.662999e+00	9.987729e-03	6.134	4.949	51.9	1
172.381273	48.550344	3.661800e+00	7.465442e-03	7.261	3.271	173.9	1
172.791928	48.496430	3.660737e+00	4.557407e-03	15.398	7.377	94.9	1
171.802820	49.835756	3.659018e+00	1.300984e-02	3.413	3.079	159.5	0
169.809092	49.602741	3.654386e+00	4.653786e-03	11.658	5.207	137.8	1
171.528024	49.058071	3.653205e+00	4.250384e-03	12.101	6.648	47.1	1
172.101160	48.630143	3.647723e+00	3.539761e-03	24.459	4.385	154.8	1
171.590301	48.436384	3.642058e+00	1.371773e-02	3.453	2.823	115.0	0
170.493194	49.755156	3.640879e+00	1.164150e-02	7.686	3.261	121.4	0
169.092525	49.559511	3.636671e+00	9.183512e-03	4.852	3.793	132.5	1
172.424069	49.458618	3.629674e+00	6.204571e-02	2.257	2.004	91.3	1
173.108976	48.578811	3.626504e+00	1.001105e-02	4.000	3.208	-162.1	0
169.492528	49.331172	3.624351e+00	4.779889e-03	11.948	5.294	158.5	1
168.174929	50.275764	3.623320e+00	2.711051e-03	12.458	10.013	62.2	1
171.071253	50.464154	3.611549e+00	6.605485e-03	7.601	5.589	124.2	1
167.722766	48.544791	3.607255e+00	1.061738e-02	4.363	3.154	-161.6	1
171.566587	50.894122	3.602095e+00	7.083766e-03	14.072	3.139	158.5	1
171.095532	50.873995	3.595054e+00	1.755826e-02	4.414	2.672	-159.7	0
172.831918	48.222088	3.594974e+00	9.078217e-03	5.374	3.546	170.7	1
171.762821	48.476582	3.592053e+00	5.166563e-03	7.433	6.179	-162.7	1
172.648404	49.481743	3.588565e+00	3.666478e-03	10.653	7.935	114.6	1
171.561841	48.830211	3.584328e+00	4.685396e-03	11.011	4.667	142.8	1
171.011636	49.311769	3.582856e+00	5.186906e-03	7.649	5.257	129.0	1
171.635195	50.905782	3.582275e+00	4.135383e-03	18.073	5.003	153.4	1
171.673536	48.774022	3.581026e+00	1.075383e-02	3.749	3.276	-141.4	0
169.777711	50.711717	3.580887e+00	5.020522e-03	8.717	6.052	-136.9	1
169.408361	49.546007	3.580379e+00	5.724026e-03	6.310	6.128	-145.6	1
170.420798	48.630475	3.575022e+00	1.335209e-02	7.070	2.708	141.3	0
169.182154	49.799344	3.572587e+00	8.536648e-03	6.536	4.290	58.7	1
172.153907	50.548925	3.553986e+00	1.533543e-02	3.244	2.608	-148.7	0
170.523350	49.803466	3.547019e+00	4.073521e-03	15.559	5.818	134.4	1
169.564741	49.742289	3.543868e+00	1.166706e-02	4.040	3.158	-174.6	0
172.019092	48.427175	3.532381e+00	7.511709e-03	9.357	4.902	70.2	1
168.493998	48.909595	3.528621e+00	7.227078e-03	6.033	3.940	169.5	1
169.601867	49.757468	3.525025e+00	7.355294e-03	9.000	3.211	151.0	1
171.140132	48.934055	3.504369e+00	4.501438e-03	7.895	6.803	115.7	1
171.839176	48.424990	3.504017e+00	8.651893e-03	6.152	3.078	163.9	1
171.849317	50.334602	3.497643e+00	7.971835e-03	5.652	3.731	136.5	1
171.792824	49.172138	3.496351e+00	8.178598e-02	2.361	1.362	139.0	0
171.313561	50.726114	3.494433e+00	1.601115e-02	2.940	2.872	63.8	0
172.169879	49.194076	3.493017e+00	1.522012e-02	6.440	2.747	-179.0	1
169.865056	49.128079	3.490581e+00	9.459569e-03	4.303	3.427	86.3	1
168.970502	49.889253	3.490370e+00	8.715031e-03	5.521	3.586	106.6	1
171.050846	49.059864	3.490174e+00	9.575236e-03	4.395	3.290	70.1	1
171.017674	49.786677	3.487545e+00	8.073021e-03	4.959	4.002	157.7	1
172.683327	48.702955	3.487374e+00	4.036313e-03	9.549	6.364	-170.4	1
170.896853	51.196480	3.485582e+00	3.723912e-03	8.250	7.972	91.7	1
171.616851	49.298627	3.482078e+00	1.113374e-02	4.364	3.037	134.2	0
171.058559	49.347963	3.477653e+00	4.110701e-03	7.490	6.716	145.3	1
173.369206	48.727826	3.476043e+00	5.382955e-03	10.114	5.820	102.0	1
170.239320	50.334596	3.473281e+00	7.835942e-03	6.432	4.860	157.1	1
171.342679	50.263552	3.469988e+00	6.372798e-03	6.036	4.315	101.0	1
172.427523	49.063855	3.468191e+00	6.760606e-03	6.213	4.063	161.4	1
169.476921	49.591470	3.449958e+00	5.060444e-03	7.555	6.234	173.5	1
169.580789	49.446584	3.449314e+00	5.514491e-03	8.730	5.316	161.0	1
172.869025	49.788783	3.448583e+00	6.935310e-03	6.100	4.225	65.5	1
170.535690	49.110517	3.447266e+00	4.291648e-03	19.224	4.010	-149.6	1
169.831531	49.397578	3.446827e+00	8.417160e-03	5.771	3.460	163.7	1
171.103760	49.337780	3.446256e+00	2.098177e-02	2.826	2.712	-157.4	0
172.426480	48.970461	3.445602e+00	3.528523e-03	11.751	7.256	115.7	1
172.280467	49.515579	3.443889e+00	1.214776e-02	3.675	3.022	47.7	0
171.440407	48.983785	3.440720e+00	5.442025e-03	8.786	5.328	137.0	1
171.799833	49.754865	3.431663e+00	1.023613e-02	4.453	3.269	-175.7	1
172.746923	49.381244	3.425386e+00	5.398560e-03	9.190	4.877	47.3	1
170.400642	50.452135	3.423788e+00	1.144123e-02	11.350	2.755	174.7	0
170.692932	50.625755	3.423739e+00	5.763870e-03	7.675	4.975	98.9	1
168.747718	49.013492	3.422354e+00	8.947331e-03	4.498	3.217	143.8	1
171.410308	48.693209	3.422109e+00	6.182672e-03	6.670	4.337	53.3	1
170.520200	48.914776	3.417982e+00	7.750525e-03	7.502	3.447	149.1	1
173.372237	48.801017	3.417053e+00	8.531967e-03	4.883	3.215	166.1	1
169.152506	49.259939	3.416079e+00	7.591286e-03	5.403	4.478	140.0	1
168.583505	50.184924	3.414420e+00	7.587599e-03	6.273	5.210	92.2	1
169.072399	50.832635	3.414191e+00	1.115749e-02	3.533	3.282	-170.0	0
169.111483	48.554927	3.406185e+00	1.682067e-02	4.662	2.814	156.3	1
170.528713	50.028743	3.401806e+00	4.567715e-03	11.153	5.840	162.3	1
170.364597	50.044955	3.400579e+00	3.966846e-03	20.092	4.395	164.3	1
168.828090	48.440733	3.397685e+00	9.618359e-03	6.863	2.851	153.6	1
172.731322	48.615231	3.393473e+00	6.855501e-02	3.058	1.270	169.8	1
171.059211	50.259985	3.382056e+00	3.702306e-03	11.595	7.949	151.7	1
169.056044	48.767990	3.381836e+00	8.168686e-03	5.316	3.329	-179.0	1
168.437983	49.887554	3.374855e+00	7.108699e-03	5.305	4.064	145.5	1
171.967325	49.188894	3.373193e+00	1.019862e-02	3.931	3.364	-172.7	0
171.600291	49.373814	3.371472e+00	7.763896e-03	5.787	3.352	-168.8	1
168.518176	48.504235	3.369868e+00	7.602636e-03	5.886	3.974	117.5	1
169.804907	49.398241	3.367725e+00	7.127461e-03	6.283	4.182	-159.9	1
169.636160	49.165978	3.364515e+00	1.289086e-02	3.622	2.672	-140.6	0
169.479098	50.122004	3.360419e+00	6.788725e-03	26.393	2.628	173.7	1
170.256999	49.242963	3.359157e+00	5.971835e-03	6.171	5.000	124.0	1
169.306549	48.600309	3.356403e+00	8.063431e-03	4.794	3.478	45.2	1
170.524819	49.418494	3.353268e+00	7.341584e-03	4.798	4.589	156.6	1
168.184897	48.607493	3.347600e+00	7.999043e-03	4.362	3.647	52.7	1
170.638663	48.571560	3.338131e+00	3.873665e-03	11.090	7.586	140.1	1
169.800761	49.286102	3.336645e+00	5.373019e-03	7.514	4.998	120.5	1
169.322713	49.945828	3.332199e+00	7.331572e-03	7.775	3.417	45.7	1
172.476066	50.080969	3.330799e+00	1.333653e-02	3.728	2.582	-178.1	0
170.894894	50.342031	3.330501e+00	1.035121e-02	5.940	3.007	123.0	0
168.657163	48.752824	3.329469e+00	2.386716e-02	3.668	2.444	-156.6	0
168.444434	50.298786	3.325579e+00	8.165940e-03	4.871	3.608	61.8	1
171.661792	50.170779	3.323926e+00	8.741422e-03	4.644	3.898	104.9	1
172.086171	50.590271	3.318085e+00	1.228920e-02	3.480	2.905	138.9	0
170.909286	50.662647	3.316478e+00	4.724327e-03	7.283	6.823	132.2	1
169.572495	49.715899	3.290657e+00	3.759676e-03	14.688	7.300	158.3	1
172.710581	49.442366	3.287484e+00	4.235084e-03	9.024	6.682	131.0	1
171.278319	50.067290	3.286688e+00	7.688159e-03	5.113	3.763	-138.9	1
172.006272	50.358873	3.284256e+00	6.820886e-03	6.261	5.271	158.3	1
171.301510	50.749017	3.280147e+00	4.016097e-03	14.241	4.918	142.8	1
169.943932	49.991781	3.277809e+00	5.395570e-03	7.949	5.748	152.1	1
171.816979	49.828545	3.277412e+00	5.040234e-03	9.513	5.123	150.6	1
170.773281	50.708359	3.269909e+00	6.291310e-03	7.319	4.410	141.0	1
170.169739	50.413097	3.268816e+00	9.950734e-03	6.493	3.003	162.0	1
168.163524	49.022444	3.266794e+00	7.890807e-03	4.531	3.999	64.3	1
169.245056	50.668232	3.254460e+00	4.040298e-03	8.554	6.179	113.6	1
171.370830	50.004372	3.250655e+00	4.127816e-02	4.097	1.208	92.6	0
168.484684	48.856701	3.248821e+00	1.038792e-02	3.720	3.509	-135.5	0
169.758913	48.803371	3.248162e+00	5.821080e-03	6.129	4.476	147.5	1
170.282438	50.690647	3.246148e+00	4.874096e-03	7.380	6.441	54.6	1
170.589396	49.638277	3.238477e+00	7.343486e-03	7.543	6.041	135.6	1
169.488284	49.239176	3.234482e+00	5.171035e-03	8.841	5.916	139.1	1
